Title,Video ID,Published At,Keyword,Likes,Comments,Views,year,month,Engagement_Score
Arsenal v. Leicester City | PREMIER LEAGUE HIGHLIGHTS | 8/13/2022 | NBC Sports,0dW3d3taopc,2022-08-13,sports,10119,664,891548,2022,8,0.012094693723725475
How To Make a McDonald&#39;s Cheeseburger,SvOx7tA_Cv8,2022-07-04,how-to,135155,11354,2361410,2022,7,0.062043016672242435
How to Beat the SMART FISH in COLD SKIN,RIbMoJouce8,2022-08-23,how-to,14408,864,275924,2022,8,0.05534857424508198
How to Get Your Brain to Focus | Chris Bailey | TEDxManchester,Hu4Yvq-g7_Y,2019-04-05,how-to,315980,6186,13176819,2019,4,0.024449451722756456
How To Make Every Sushi | Method Mastery | Epicurious,ZzLPUoetSHw,2022-07-21,how-to,44809,660,1341953,2022,7,0.033882706771399596
COMMON LIVING ROOM DESIGN MISTAKES + HOW TO FIX THEM,LWxUb_dwd-0,2021-12-12,how-to,22532,198,443909,2021,12,0.051204188245789116
Body Language Expert Explains How to Show Confidence | WIRED,VRJzvJ5XPQI,2021-10-18,how-to,295514,5266,8378324,2021,10,0.035899781388258556
Former FBI Agent Explains How to Read Body Language | Tradecraft | WIRED,4jwUXV4QaTw,2019-05-21,how-to,1165120,40435,44943014,2019,5,0.02682407993375789
Alexa Chung Learns How To Dress The French Way | ALEXACHUNG,ZRjKX1-ilwo,2019-10-11,how-to,136929,3323,5249373,2019,10,0.026717857542224565
How to Write Less but Say More | Jim VandeHei | TED,v6BmurUpiN0,2022-08-22,how-to,2048,193,58330,2022,8,0.03841933824789988
How to gain control of your free time | Laura Vanderkam,n3kNlFMXslo,2017-02-07,how-to,169217,2295,7370713,2017,2,0.023269390627473897
How to Deal with Difficult People | Jay Johnson | TEDxLivoniaCCLibrary,kARkOdRHaj8,2018-10-18,how-to,56460,2118,3745331,2018,10,0.01564027318279746
How to Raise Successful Kids -- Without Over-Parenting | Julie Lythcott-Haims | TED,CyElHdaqkjo,2016-10-04,how-to,78076,1822,2947659,2016,10,0.02710557768045761
How To Beat EVERY DEATH GAME In &quot;Die Now&quot;,joAOl1CVlpE,2022-07-31,how-to,28603,1300,855958,2022,7,0.03493512532156952
How To Fix a Water Damaged Laptop,115amzVdV44,2020-08-18,how-to,910553,81975,52061447,2020,8,0.019064548858966596
How to Levitate,z2I5J1ArmeM,2020-11-07,how-to,49642,1589,3750968,2020,11,0.013658074395729317
How To BRAINWASH Yourself For Success &amp; Destroy NEGATIVE THOUGHTS! | Dr. Joe Dispenza,La9oLLoI5Rc,2018-06-12,how-to,338470,9618,14322764,2018,6,0.02430313031758395
"How To Beat EVERY $1,000,000,000 DEATH GAME In &quot;Zero&quot;",0R4Bk73HDLk,2022-08-14,how-to,46638,2210,1902823,2022,8,0.025671331490107068
Why You&#39;re Always Tired (and how to fix it),RpaxxN8jTHo,2022-06-15,how-to,80596,2415,1606273,2022,6,0.05167926000125757
How to Survive a Drone Swarm,rnwiG7USp9c,2022-08-24,how-to,554,60,15329,2022,8,0.040054798095113836
The first 20 hours -- how to learn anything | Josh Kaufman | TEDxCSU,5MgBikgcWnY,2013-03-14,how-to,723998,14759,31858250,2013,3,0.023188875722928912
How To Master 5 Basic Cooking Skills | Gordon Ramsay,ZJy1ajvMU1k,2016-03-07,how-to,665269,25869,36467409,2016,3,0.018952210177586238
HOW2: How To Do 100 Things! [Saturday Supercut],kmhvZ8kVdG4,2018-02-24,how-to,70465,17616,10097646,2018,2,0.008722924134991462
How To Sell On Amazon As A Beginner Under 15 Minutes,QGE6r0KvEFo,2022-08-23,how-to,600,55,10671,2022,8,0.06138131384125199
How to Start a Blog in 2022 | By Sophia Lee,m7Jw3a7CpNA,2021-12-03,how-to,32092,181,425850,2021,12,0.07578490078666197
How To Be Effortlessly Confident,KmOAznOQX-g,2019-07-29,how-to,347137,7750,13590001,2019,7,0.026113831779703327
"How to build a PC, the last guide you&#39;ll ever need!",BL4DCEp7blY,2022-04-17,how-to,150521,5653,4584546,2022,4,0.03406531420995667
How To Stop Overthinking,mWQTgSt7GeU,2022-08-23,how-to,6773,595,111581,2022,8,0.06603274751077692
How To ACTUALLY Get FREE Robux In Roblox! *EASY*,fwi5k4BJL34,2022-08-23,how-to,515,184,11848,2022,8,0.05899729912221472
Cake Rescue from Cake Fail to Nailed It | How To Cook That Ann Reardon,lHgw32F_0wQ,2022-07-29,how-to,29551,1213,513997,2022,7,0.0598524894114168
27 EASY MAGIC TRICKS,xqAoloAGlCE,2019-01-18,how-to,262633,5960,47276202,2019,1,0.0056813573983798445
How to Kill Pennywise | NowThis Nerd,zjsUbMf_t2c,2018-01-12,how-to,99816,4641,8620346,2018,1,0.012117495051822746
27 CLEANING TIPS THAT WILL SAVE YOU LOTS OF MONEY,G18zAn2APsc,2020-05-07,how-to,46254,669,2144508,2020,5,0.021880543229495997
How to Discover Your Authentic Self -- at Any Age | Bevy Smith | TED,7vqnazqmceQ,2022-05-20,how-to,31042,899,698519,2022,5,0.04572674472705825
GENIUS HACKS FOR ANY OCCASION || How to Write Faster! Smart Parenting TikTok Tricks by 123 GO!,QCQiLmff1ds,2021-11-20,how-to,45027,1140,5578536,2021,11,0.008275827206277776
How to Grow Your Thumb,wcUWnCQGET4,2022-08-15,how-to,207617,8534,4382539,2022,8,0.04932095299094885
How to Simplify Your Life | Minimalist Philosophy,casK0pXZ5sc,2022-08-11,how-to,8227,314,153395,2022,8,0.05567978095765833
Debunking Fake Cooking Videos &amp; Vaping Lies | How To Cook That Ann Reardon,bAD3tHU6Gss,2022-08-12,how-to,55233,5097,742272,2022,8,0.08127748318675634
HOW TO GET THESE HIDDEN ROBLOX FACES 🤩,ed0ErkxpH5w,2022-08-21,how-to,2992,246,110066,2022,8,0.029418712408918284
The Incredible New Way to Poach Eggs that NEVER Fails | Epicurious 101,mrq3iZcvHAw,2022-08-23,how-to,4852,218,76373,2022,8,0.0663847171120684
How to Organise your Life - Building a Second Brain,K-ssUVyfn5g,2022-06-21,how-to,26024,1165,662992,2022,6,0.04100954460988971
How To BECOME Rainbow Friends In Roblox,YQ-vBi3_gB0,2022-08-13,how-to,12124,1188,638770,2022,8,0.02084005197488924
"How To Learn Anything, Anywhere - Elon Musk",r34KwZzUmV8,2021-11-23,how-to,61089,2899,2943450,2021,11,0.021739115663592042
4 Things We&#39;ve Forgotten How to Make,hmpBODRtwfw,2022-03-31,how-to,62375,2417,1687552,2022,3,0.03839407615291262
How to Make Perfect Stir Fry Every Time | 4 Components of Stir Fry | You Can Cook That,dZYFO2y9BrM,2021-10-20,how-to,21286,731,705942,2021,10,0.031188114604315937
How To Work For MrBeast,ieKAhG_gdCw,2022-08-18,how-to,421608,17009,5992730,2022,8,0.07319151705483144
HOW TO GET THE &quot;DECIMATOR SHIELD&quot; in &quot;The Archon&quot; - Vanguard Zombies,fJ4fvTcG43A,2022-08-24,how-to,63,20,3311,2022,8,0.02506795530051344
How to Solve a Rubik&#39;s Cube | WIRED,R-R0KrXvWbc,2019-09-05,how-to,339758,32718,29905105,2019,9,0.012455264744932346
[UPDATE] How to get ALL 5 NEW BACKROOMS MORPHS in Backrooms Morphs | Roblox,Y6rZWiS1Itc,2022-08-24,how-to,866,48,42948,2022,8,0.02128154978113067
Tiësto - The Business (Official Music Video),nCg3ufihKyU,2020-09-25,business,1706185,25334,208293677,2020,9,0.008312873558807068
Tiesto - The Business (Official Lyric Video),PO_d169ibZ8,2020-09-25,business,385847,4381,54244089,2020,9,0.007193926696787183
Tiësto - The Business (Lyrics),2AMjrc7cpHY,2020-09-25,business,79281,1683,9090985,2020,9,0.008905965635186947
Tiësto - The Business (Official Audio),wJS9eb6_o00,2020-11-04,business,24029,422,1820413,2020,11,0.013431567452001277
Tiësto - The Business (Lyrics),4x2S3LhbM0k,2020-12-20,business,9178,111,933111,2020,12,0.00995487139257816
Tiësto - The Business (Lyrics),fhTUAlOSRi0,2020-12-09,business,21367,467,2822656,2020,12,0.007735267776165428
Tiesto - The Business (1 Hour Super Unstoppable Extended Version),NL7X0u8et6Q,2020-11-02,business,43643,1336,5750667,2020,11,0.007821527485420386
Why Royal Quinoa is So Expensive | So Expensive Food | Business Insider,hkKGjXNQb4I,2022-08-23,business,6028,697,533712,2022,8,0.012600428695626106
Yung Berg - The Business ft. Casha,LFtGY8pWIC0,2009-10-25,business,229141,7461,28325416,2009,10,0.00835299294456964
How to Create Weekly Planner For Business - Canva For Beginners,rlV10AFUES0,2022-07-11,business,253,2,6389,2022,7,0.03991234935044608
business 101 everything you need to know about business and startup basics,RFDaxPoGA6U,2018-09-14,business,25934,424,1102647,2018,9,0.023904295753763443
DON&#39;T USE DOMAIN.COM Before Watch THIS VIDEO! Best Domain Registrar  for Business,-D4S6TpnO44,2022-08-01,business,114,2,2270,2022,8,0.05110132158590308
9 Business Ideas that Will Be BIG in 2022,6bzTrChjEdc,2022-02-15,business,13038,470,368017,2022,2,0.036704826135749165
19 Year-Old Starts a Trucking Business,-8TnsjDRXUE,2022-08-22,business,3232,580,188875,2022,8,0.020182660489741894
Mark Cuban - The #1 Reason Why Most People Fail In Business,jffyqZRIcHc,2019-10-16,business,46519,1064,2228510,2019,10,0.02135193470076419
Twitter whistleblower slams company&#39;s alleged security problems,eywOfvsiKHM,2022-08-23,business,1483,122,45872,2022,8,0.034988664108824556
How To Build A Business That Works | Brian Tracy #GENIUS,MN7yfV4UuCI,2021-02-09,business,0,1144,676300,2021,2,0.0016915570013307703
Businesses that Never Fail? 7 Businesses with Amazingly Low Failure Rates [Backed by Data],oSQkwtUBwx0,2022-02-13,business,27189,622,1273223,2022,2,0.0218429921545558
6 Businesses That Will Never Go Out of Market,cIMM4TJMDRI,2022-05-16,business,14477,1661,580096,2022,5,0.027819533318623125
Best Online Business To Start As A BEGINNER (2022),gNRGkMeITVU,2022-02-08,business,57308,2303,859569,2022,2,0.06934987185438284
Andrew Tate Announces New &quot;Business&quot; After Ban,kQFebypq4Qc,2022-08-24,business,441,496,26499,2022,8,0.035359824899052796
Why the Metaverse Is Fashion&#39;s Next Goldmine | The Business of Fashion Show,UBZ6Bd0LDjs,2021-11-12,business,17327,965,561921,2021,11,0.0325526186065301
"6 Hilarious Business Ideas That Could Make You $1,000,000 in 2022 (#351)",7YJ1SMw4mJs,2022-08-23,business,489,240,14263,2022,8,0.05111126691439389
Ep : 25 | Worlds Biggest Edtech Channel | Khan Sir | Bada Bharat | Dr Vivek Bindra,J9lj3xdQoAk,2022-08-24,business,216891,11046,2018720,2022,8,0.11291164698422763
7 Profitable Business Ideas for 2022,0Q7HCaKq-j4,2021-03-15,business,29443,1408,1218268,2021,3,0.02532365620700864
"Tiësto &amp; Ty Dolla $ign - The Business, Pt. II (Official Lyric Video)",fVuw7VCefME,2021-01-21,business,65748,1269,5351715,2021,1,0.012522527825192486
भविष्य में यही 10 बिजनेस चलेगा🚀 10 Best future Business ideas 2022 💥 top 10 business ideas in Future,B6QrWQQtIKg,2022-08-24,business,295,9,15582,2022,8,0.01950969066872032
How to Start a Business from NOTHING,awnn-bqV_Tw,2021-08-25,business,36376,1876,875957,2021,8,0.04366881022698603
How To Run A Profitable Business &amp; Make Money,aNu000cQZmU,2019-12-11,business,52363,2102,984168,2019,12,0.05534116126514985
Elon Musk on Millennials and How To Start A Business,ARoGZIN5oC4,2018-12-15,business,49949,5045,2464907,2018,12,0.022310780893559066
"Behzad Leito &amp; Sijal Ft Sepehr Khalse, Saman Wilson, Sohrab MJ, &amp; Alireza JJ) - &quot;Business&quot; AUDIO",BUrVitrNDHY,2022-01-12,business,5015,1830,520371,2022,1,0.013154076610725809
Charlie Sykes: GOP Candidates Transform Politics Into An ‘Unserious Business’,hDALW72sC_U,2022-08-23,business,1090,485,45006,2022,8,0.0349953339554726
"How He Started a Coffee Business (With $1,800)",HPq05GXUgL8,2022-05-09,business,13852,516,776034,2022,5,0.01851465270851535
gagnez 200.000 Fcfa par jour avec ce business en afrique,55_aBSEGNC0,2022-08-24,business,134,16,2786,2022,8,0.05384063173007897
44 Businesses You Can Start During The 2022 Recession,_XzohkDRIg4,2022-07-14,business,22569,859,384275,2022,7,0.06096675557868714
Paul Pelosi DUI dashcam footage released,XYD0MXvfoCI,2022-08-24,business,2063,662,37352,2022,8,0.07295459413150568
"20 हजार रोज कमाकर देगी ये मशीन 🔥| New Business Ideas 2022 | Small Business Ideas, New Business Ideas",XnJ9KckzQEU,2022-08-24,business,539,23,23819,2022,8,0.023594609345480497
How Covid Is Transforming the $380 Billion Luxury Fashion Industry | The Business of Fashion Show,SoNu7gNl1I4,2021-10-01,business,32152,393,589907,2021,10,0.05516971319207943
Why Copper River King Salmon Is So Expensive | So Expensive Food | Business Insider,loQWJaa1_hM,2022-07-26,business,13126,600,746236,2022,7,0.01839364490590108
ตลาดถุงมือยางทรุด! ฉุดราคาร่วงลงทุนหด | BUSINESS WATCH | 23-08-65,cG37cEi1nPc,2022-08-23,business,0,13,12332,2022,8,0.0010541680181641259
Liger Day 1 Advance Booking &amp; Pre Release Business | Vijay Deverakonda,N9uyC-V2-uY,2022-08-24,business,2667,303,42274,2022,8,0.07025594928324738
"helping a homeless woman, starting an online business as a 17 year old (coaching livestream)",fABhkvOSllI,2022-08-24,business,5006,157,82844,2022,8,0.06232195451692337
How Liquidating Unwanted Goods Became A $644 Billion Business,ddbb2nPwC-c,2022-02-19,business,19993,1870,1851336,2022,2,0.011809309601282533
Racist AI Rapper Gets Bounced From The Music Business,jXkKghLs2O8,2022-08-24,business,667,305,11649,2022,8,0.08344063868143188
Lakeyah Ft. Latto - Mind Yo Business (Official Video),4hCogXAzONk,2022-06-03,business,146358,3790,7989628,2022,6,0.018792864949406907
"I Quit My $21K Day Job To Start My Own Business - Now It Brings In Over $500,000",odN3ON4ZVOE,2022-07-20,business,3440,769,108903,2022,7,0.03864907302829123
Tshepiso Ramotsehoa | Life Story | Business Coaching | Government |  Education | Youth | Women,On1iHuNBoMA,2022-08-24,business,187,29,4073,2022,8,0.05303216302479745
Small Business | TikTok Compilation,nXOroUomnjA,2021-03-24,business,22861,977,1437698,2021,3,0.01658067271429744
How To Use Canva For BEGINNERS! [FULL Canva Tutorial 2021],un50Bs4BvZ8,2021-01-07,tutorial,25630,1741,1435374,2021,1,0.01906889772282346
FULL FACE OF FLAWLESS In-Depth Makeup Tutorial | NikkieTutorials,dhLCzSwUTvc,2019-06-29,tutorial,158935,8326,6100867,2019,6,0.02741593940664499
Microsoft Excel Tutorial for Beginners - Full Course,Vl0H-qTclOg,2020-10-28,tutorial,74485,1569,4435209,2020,10,0.017147782663680562
APIs for Beginners - How to use an API (Full Course / Tutorial),GZvSYJDk-us,2019-12-17,tutorial,80368,2008,3368446,2019,12,0.024455193878720336
MySQL Tutorial for Beginners [Full Course],7S_tz1z_5bA,2019-03-20,tutorial,170234,7686,7367727,2019,3,0.024148560336179667
‘Clean Girl’ Makeup Tutorial &amp; Hydrated Skincare Routine,JPUbSvsxjsY,2022-06-20,tutorial,30518,486,879609,2022,6,0.035247479277724536
Figma UI Design Tutorial: Get Started in Just 24 Minutes! (2022),FTFaQWZBqQ8,2020-12-08,tutorial,45040,1451,1632584,2020,12,0.028476942074649757
"HOW TO: EASY EVERYDAY FALL MAKEUP TUTORIAL! - Tips, Tricks &amp; Techniques for Beginners!",QWMg1TWGaLA,2022-08-22,tutorial,1341,72,19323,2022,8,0.07312529110386586
Worlds Cleanest Fade - Haircut Tutorial,3SdJygwlfWU,2022-05-20,tutorial,5180,129,190491,2022,5,0.027870083101038893
Java Tutorial for Beginners,eIrMbAQSU34,2019-07-15,tutorial,195700,7321,7569833,2019,7,0.026819746221614135
Kubernetes Tutorial for Beginners [FULL COURSE in 4 Hours],X48VuDVv0do,2020-11-06,tutorial,73498,3270,4984442,2020,11,0.015401523380149674
C++ Tutorial for Beginners - Full Course,vLnPwxZdW4Y,2018-08-24,tutorial,235659,11732,9769103,2018,8,0.02532381939263001
you need to learn SQL RIGHT NOW!! (SQL Tutorial for Beginners),xiUTqnI6xk8,2022-08-17,tutorial,10669,1149,223700,2022,8,0.05282968261063925
How to Design a Tutorial,45csSEotJY8,2022-07-05,tutorial,8433,882,151493,2022,7,0.06148798954407134
Lightroom Tutorial BASICS | Photo Editing Masterclass,5x3Hy7zie94,2020-10-18,tutorial,63857,1655,1564431,2020,10,0.041875928053074885
Python Tutorial - Python Full Course for Beginners,_uQrJ0TkZlc,2019-02-18,tutorial,838345,50531,28574258,2019,2,0.031107579416410392
Learn Python - Full Course for Beginners [Tutorial],rfscVS0vtbw,2018-07-11,tutorial,880208,42227,35771194,2018,7,0.02578709002556638
Gordon Ramsay&#39;s perfect burger tutorial | GMA,iM_KMYulI_s,2017-05-24,tutorial,981522,122371,68512549,2017,5,0.01611227455571679
HTML Tutorial for Beginners: HTML Crash Course,qz0aGYrrlhU,2021-01-11,tutorial,114246,3748,4416622,2021,1,0.02671589282487838
EXTRA GLAM Makeup Tutorial,nf8ySuesAPg,2020-08-06,tutorial,143191,3883,7549484,2020,8,0.019481331439340756
Reacting to people following my wolf cut tutorial,3yYU1BOrSo8,2022-01-30,tutorial,216934,4192,5656681,2022,1,0.03909112074730747
179 Minecraft Build Hacks!,sNRcVXkZjWM,2022-07-03,tutorial,205557,4239,7783157,2022,7,0.026955128876367262
Gordon Ramsay&#39;s Top Basic Cooking Skills | Ultimate Cookery Course FULL EPISODE,FTociictyyE,2019-11-07,tutorial,132845,3878,7975584,2019,11,0.017142694503625065
31 Tricks to Become a Minecraft Building Pro,bJQV9JHiMho,2022-08-12,tutorial,74900,1841,1454316,2022,8,0.05276776161439467
30 Easy DIY Projects For Beginners That Increase Your Home Value,2G5f_LpdLh0,2018-06-01,tutorial,76010,788,7906241,2018,6,0.00971359208503763
Clean Girl On The Go Makeup Tutorial | Christen Dominique,NlAxapKT0x8,2022-02-04,tutorial,18780,514,679453,2022,2,0.028396371787305377
How to play &#39;Interstellar&#39; 🎹✨ (Cornfield Chase) Complete Piano Tutorial,nfFQm82IqUc,2022-08-05,tutorial,4315,203,83902,2022,8,0.053848537579557106
Tutorials That Went Wrong - Part 2,Ayhct2DylC4,2022-07-06,tutorial,23977,1964,925547,2022,7,0.028027750076441284
TypeScript Tutorial for Beginners [2022],d56mG7DezGs,2022-05-23,tutorial,4985,576,191830,2022,5,0.028989209195641973
Facing My Worst Fears... Makeup Challenge! | NikkieTutorials,Qb_u2M9Wrsk,2022-05-23,tutorial,44083,3332,870453,2022,5,0.054471637182019014
Lisa Rinna’s Guide to Ageless Skin and Her Signature Plush Lips | Beauty Secrets | Vogue,mpS6UNfnajw,2020-11-19,tutorial,63543,2634,1642556,2020,11,0.04028903732962529
Sony a7R III Training Tutorial,ExqpymyUFt4,2018-02-01,tutorial,12050,697,793228,2018,2,0.016069780693571078
Drawing faces tutorial,oQm8Df4UYNw,2021-03-05,tutorial,101457,955,1684678,2021,3,0.060790251905705424
How to Get Waves (5 Step Tutorial) | GQ,WJD8P9Fi1yc,2021-08-20,tutorial,18184,601,622551,2021,8,0.030174234721332068
Tutorial -  Friday Night Funkin&#39; OST,V-7nSV5M3Bk,2020-12-01,tutorial,47823,2897,3335591,2020,12,0.01520570117859174
"FANTASTIC BEAUTY TUTORIAL | Amazing Hair Dyeing Techniques, Nail Art Ideas And Makeup Trends",h3Xpc1KoCbM,2022-01-09,tutorial,93094,1136,26355125,2022,1,0.003575395677311339
EVERYDAY SUMMER MAKEUP TUTORIAL ...,GMsrRe_4akE,2022-07-28,tutorial,12502,1115,203851,2022,7,0.06679878931180126
Hailey Bieber&#39;s Date Night Skin Care &amp; Makeup Routine | Beauty Secrets | Vogue,O_qgaOUR3Fo,2022-06-15,tutorial,121477,2653,3218250,2022,6,0.03857065175172843
How to Get Sturdy in 2022 | Dance Tutorial,bRE4ehYNvIY,2022-01-03,tutorial,41409,1025,1253037,2022,1,0.033864921786028665
Learn to JUGGLE 3 BALLS - Beginner Tutorial,dCYDZDlcO6g,2019-09-17,tutorial,29065,2375,1592794,2019,9,0.019738899066671523
25 Features Mojang Keeps a Secret,o9gQBGk1XaE,2022-08-14,tutorial,97091,2989,2417577,2022,8,0.041396820039237635
Euphoria’s Alexa Demie Shares Her ’90s Glam Tutorial | Beauty Secrets | Vogue,UxQg3_Cmwhw,2019-07-30,tutorial,869059,12196,21485819,2019,7,0.0410156578159762
"BACK TO SCHOOL HAIR TUTORIAL! | Elementary, Middle, and High School!",ZIJpiMXOaUg,2022-08-23,tutorial,10595,826,345071,2022,8,0.03309753644902064
How to Moonwalk (Dance Moves Tutorial) | Mihran Kirakosian,QGm6v9-1ZBU,2017-02-01,tutorial,190593,5568,11034311,2017,2,0.017777367340833513
20 Minecraft Block Facts You Maybe Didn&#39;t Know,LeC5yJq4tsI,2022-08-21,tutorial,57526,1115,1204024,2022,8,0.048704178654246096
SPEAKING DUTCH ONLY Makeup Tutorial! | NikkieTutorials,jL0qadiKDlQ,2019-07-18,tutorial,407460,40969,11745320,2019,7,0.038179376977383335
Tutorials That Went WRONG,cHU8kPS9vEY,2021-09-08,tutorial,186142,5329,5646817,2021,9,0.03390777494648755
Tutorial 😍 do u want to see the result? XO TEAM TIKTOK Elsarca #xoteam #elsarca #tiktok,ud9TRfHA1EM,2022-07-25,tutorial,375997,2031,7009241,2022,7,0.053932800997996785
the minecraft tutorial world had a secret...,lMmqdJG1i94,2022-03-29,tutorial,702681,15608,7892369,2022,3,0.09101056983017393
Musica Tutorial completa FNF  (Friday Night Funkin&#39;),YddlgO8ZN00,2021-01-22,tutorial,8851,287,525488,2021,1,0.017389550284687756
The best and worst retail trading platforms: Finance professor,54CXEWwy5U4,2022-08-23,finance,113,32,5110,2022,8,0.02837573385518591
Bajaj Finance Decade&#39;s Top Wealth Creator | Wonderful Wednesday | Parimal Ade &amp; Aastha Khurana,ZtiuDBnbYmk,2022-08-24,finance,954,81,13991,2022,8,0.07397612751054249
